artist_name,track_name,duration_ms,album_name,artist_genres,artist_popularity,artist_followers,album_type,album_release_date,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_time_signature
Lucy Spraggan,Fight for It,216920,I Hope You Don't Mind Me Writing,talent show,49.0,150877.0,album,2017-01-27,0.389,0.666,9,-5.525,1,0.122,0.341,2.38e-06,0.0994,0.371,166.88,4
Birdy,Ghost in the Wind,271053,Ghost in the Wind,"neo mellow, uk pop, viral pop",69.0,3674433.0,single,2016-11-11,0.452,0.0915,6,-14.583,0,0.0504,0.962,1.15e-06,0.113,0.202,116.405,4
Sia,California Dreamin',216146,San Andreas: Original Motion Picture Soundtrack,"australian dance, australian pop, pop",83.0,28092752.0,album,2015-05-12,0.291,0.635,4,-6.846,0,0.0371,0.275,2.69e-05,0.334,0.294,111.852,4
Lia Marie Johnson,Cold Heart Killer,212071,Cold Heart Killer,teen pop,38.0,74341.0,single,2017-02-17,0.33,0.379,4,-8.871,0,0.0408,0.0723,0.0,0.0703,0.177,78.529,3
Lia Marie Johnson,DNA,217320,DNA,teen pop,38.0,74341.0,single,2016-10-07,0.535,0.366,1,-7.559,1,0.028,0.721,0.0,0.129,0.163,89.98,4
Maggie Lindemann,Couple of Kids,222656,Couple of Kids,"alt z, dark pop, pop",61.0,2024444.0,single,2015-10-30,0.62,0.422,4,-4.525,1,0.0309,0.64,9.05e-06,0.213,0.234,128.154,4
TRACE,Oh My My,221169,Oh My My,"electropop, indie electropop",28.0,24800.0,single,2017-05-09,0.658,0.278,0,-12.633,1,0.0569,0.757,0.0969,0.12,0.0376,113.019,4
James TW,Ex - Recorded at Spotify Studios NYC,220373,Spotify Singles,"british singer-songwriter, uk pop",61.0,1362284.0,single,2017-05-10,0.641,0.281,9,-8.849,1,0.0444,0.907,2.26e-06,0.0947,0.446,127.36,4
James TW,U Remind Me - Recorded at Spotify Studios NYC,198000,Spotify Singles,"british singer-songwriter, uk pop",61.0,1362284.0,single,2017-05-10,0.767,0.209,4,-12.383,0,0.0806,0.681,2.07e-06,0.11,0.706,96.629,4
Lana Del Rey,Coachella - Woodstock In My Mind,258397,Lust For Life,"art pop, pop",89.0,36313417.0,album,2017-07-21,0.547,0.654,7,-7.381,1,0.111,0.196,1.78e-05,0.0661,0.418,129.873,4
Jordan Fisher,Always Summer,222986,Always Summer,"movie tunes, post-teen pop",56.0,437649.0,single,2017-03-31,0.435,0.602,5,-7.109,1,0.0978,0.033,0.0,0.103,0.276,83.48,1
Jordan Fisher,All I Wanna Do,200819,Jordan Fisher,"movie tunes, post-teen pop",56.0,437649.0,single,2016-08-19,0.679,0.523,6,-9.932,0,0.104,0.383,0.00101,0.0813,0.391,94.989,4
Jasmine Thompson,Old Friends,213600,Wonderland EP,viral pop,64.0,870710.0,single,2017-05-19,0.431,0.312,3,-6.483,1,0.0322,0.887,0.0,0.124,0.279,132.593,4
Jasmine Thompson,Someone's Somebody,216493,Wonderland EP,viral pop,64.0,870710.0,single,2017-05-19,0.764,0.642,6,-7.408,0,0.135,0.408,2.77e-06,0.168,0.386,102.043,4
Jasmine Thompson,Wanna Know Love,186946,Wonderland EP,viral pop,64.0,870710.0,single,2017-05-19,0.674,0.622,10,-5.918,0,0.0557,0.126,0.0,0.231,0.395,122.156,4
Jasmine Thompson,Fix Me,214706,Wonderland EP,viral pop,64.0,870710.0,single,2017-05-19,0.598,0.654,0,-6.477,0,0.0375,0.73,1.35e-06,0.195,0.549,130.038,4
Jasmine Thompson,Drama,198373,Wonderland EP,viral pop,64.0,870710.0,single,2017-05-19,0.619,0.395,0,-6.622,0,0.0287,0.675,0.0,0.18,0.305,118.84,4
Chord Overstreet,Hold On,198853,Hold On,,,,single,2017-02-03,0.608,0.448,2,-9.572,1,0.0513,0.484,0.0,0.0804,0.154,120.084,4
Kris Kross Amsterdam,Are You Sure? (feat. Ty Dolla $ign) - Acoustic Version,214675,Are You Sure? (feat. Ty Dolla $ign),"dutch house, dutch pop",63.0,236134.0,single,2017-05-05,0.462,0.344,3,-8.827,1,0.0373,0.875,0.0,0.143,0.483,88.166,4
Conor Maynard,Stitches,162000,Covers,"post-teen pop, talent show, uk pop, viral pop",63.0,2084345.0,album,2016-08-05,0.612,0.244,1,-10.788,1,0.0302,0.816,0.0,0.102,0.323,134.804,4
Conor Maynard,Faded,157801,Covers,"post-teen pop, talent show, uk pop, viral pop",63.0,2084345.0,album,2016-08-05,0.337,0.453,2,-7.39,1,0.0316,0.338,0.0,0.115,0.277,179.811,4
Conor Maynard,This Is My Version,148588,Covers,"post-teen pop, talent show, uk pop, viral pop",63.0,2084345.0,album,2016-08-05,0.632,0.38,1,-7.073,1,0.0301,0.852,0.0,0.0992,0.588,77.944,4
Selena Gomez,Camouflage,249080,Revival,"pop, post-teen pop",80.0,50217883.0,album,2015-10-09,0.481,0.41,7,-7.164,1,0.0317,0.614,0.0,0.123,0.177,126.74,4
Riverdale Cast,The Song That Everyone Sings,226026,Riverdale: Season 1 (Original Television Soundtrack),,44.0,547399.0,album,2017-05-12,0.255,0.503,6,-9.116,1,0.0383,0.0736,0.000493,0.11,0.14,175.923,3
Ben Rector,Note To Self,181586,Brand New,"acoustic pop, indiecoustica, lds youth, neo mellow, piano rock",57.0,371360.0,album,2015-08-28,0.64,0.361,8,-11.461,1,0.156,0.599,0.0,0.109,0.369,97.855,4
Ben Rector,"30,000 Feet",256933,Brand New,"acoustic pop, indiecoustica, lds youth, neo mellow, piano rock",57.0,371360.0,album,2015-08-28,0.558,0.45,0,-9.641,1,0.0525,0.702,0.0,0.0602,0.318,179.873,4
